model_class,config,feature_set,step_template,ridge_alpha,event_shrink,step_shrink,residual_clip,train_full_mae,validation_full_mae,validation_tail_mae,validation_last2048_mae,validation_full_tail_score,validation_endpoint_abs_diff,step_smoothing,step_rolling_window,selected_by_811_full,selected_by_811_full_plus_tail
event_decay_only,event_history_ridge1_shrink1_clip0.25,event_history,none,1.0,1.0,,0.25,0.03229493764573828,0.04727970368963464,0.08641707331706693,0.0444719338142997,0.058459360602797335,0.07280415662332107,,,False,False
event_decay_only,drop_impulse_ridge0.01_shrink0.5_clip0.25,drop_impulse,none,0.01,0.5,,0.25,0.03233569670610617,0.04739431436413261,0.09613840734377282,0.06852612410062467,0.06624390420532308,0.05490096157485125,,,False,False
event_decay_only,drop_impulse_ridge0.0001_shrink0.5_clip0.25,drop_impulse,none,0.0001,0.5,,0.25,0.03233569673945087,0.047424190179633965,0.0962833653015182,0.06864515423366907,0.06632613552700625,0.05488577070015266,,,False,False
event_decay_only,drop_impulse_ridge1e-06_shrink0.5_clip0.25,drop_impulse,none,1e-06,0.5,,0.25,0.03233569673978525,0.04742448947996076,0.09628481751186076,0.06864634431432523,0.06632695885640365,0.054885618226026,,,False,False
event_decay_only,drop_impulse_ridge0.01_shrink0.75_clip0.15,drop_impulse,none,0.01,0.75,,0.15,0.032337807492833714,0.04808915936315906,0.08852711000707876,0.0700063280900469,0.06460397830171254,0.05317785267111397,,,False,False
event_decay_only,drop_impulse_ridge0.0001_shrink0.75_clip0.15,drop_impulse,none,0.0001,0.75,,0.15,0.032337809897276616,0.04810772310808786,0.08861716247991487,0.07007805008117206,0.0646546203142528,0.05315505153961286,,,False,False
event_decay_only,drop_impulse_ridge1e-06_shrink0.75_clip0.15,drop_impulse,none,1e-06,0.75,,0.15,0.03233780992141009,0.048107908652950906,0.08861806255542042,0.07007876819669345,0.06465512673244027,0.053154822679347014,,,False,False
event_decay_only,event_tail_interactions_ridge0.01_shrink0.5_clip0.15,event_tail_interactions,none,0.01,0.5,,0.15,0.032289380602618836,0.0484111150247565,0.09518902517262982,0.0645278366217523,0.06566783238851766,0.08178357916008716,,,False,False
event_decay_only,event_tail_interactions_ridge0.01_shrink0.5_clip0.25,event_tail_interactions,none,0.01,0.5,,0.25,0.032289380602618836,0.0484111150247565,0.09518902517262982,0.0645278366217523,0.06566783238851766,0.08178357916008716,,,False,False
event_decay_only,full_event_local_ridge10_shrink0.5_clip0.25,full_event_local,none,10.0,0.5,,0.25,0.03228884932069514,0.04996130978466338,0.10196676668099683,0.05559591309735249,0.06668986751610123,0.0628104831974361,,,False,False
event_decay_only,linear_endpoint_ridge1_shrink1.25_clip0.15,linear_endpoint,none,1.0,1.25,,0.15,0.032286357427446344,0.04997526498406915,0.03546015020035114,0.03479875645063167,0.04258542884226625,0.06626588129093358,,,False,False
